cty,Name,Fraction_Married_rP_gP_pall
cty23025,"Somerset County, ME",0.4832
cty05051,"Garland County, AR",0.4831
cty29201,"Scott County, MO",0.4831
cty44003,"Kent County, RI",0.4831
cty05131,"Sebastian County, AR",0.483
cty47033,"Crockett County, TN",0.483
cty02068,"Denali Borough, AK",0.4826
cty37055,"Dare County, NC",0.4826
cty47079,"Henry County, TN",0.4826
cty01001,"Autauga County, AL",0.4826
cty50015,"Lamoille County, VT",0.4822
cty55051,"Iron County, WI",0.4821
cty47005,"Benton County, TN",0.4818
cty12041,"Gilchrist County, FL",0.4817
cty45045,"Greenville County, SC",0.4816
cty24003,"Anne Arundel County, MD",0.4816
cty30061,"Mineral County, MT",0.4816
cty22113,"Vermilion Parish, LA",0.4816
cty13157,"Jackson County, GA",0.4814
cty26121,"Muskegon County, MI",0.4813
cty42103,"Pike County, PA",0.4812
cty40021,"Cherokee County, OK",0.4811
cty21103,"Henry County, KY",0.4811
cty34023,"Middlesex County, NJ",0.4809
cty36067,"Onondaga County, NY",0.4808
cty36055,"Monroe County, NY",0.4808
cty06051,"Mono County, CA",0.4808
cty18095,"Madison County, IN",0.4807
cty40001,"Adair County, OK",0.4805
cty18035,"Delaware County, IN",0.4805
cty06103,"Tehama County, CA",0.4804
cty37031,"Carteret County, NC",0.4804
cty48279,"Lamb County, TX",0.4804
cty12091,"Okaloosa County, FL",0.4802
cty17115,"Macon County, IL",0.4801
cty55059,"Kenosha County, WI",0.48
cty36071,"Orange County, NY",0.48
cty51187,"Warren County, VA",0.4799
cty48049,"Brown County, TX",0.4799
cty47059,"Greene County, TN",0.4798
cty48213,"Henderson County, TX",0.4796
cty44005,"Newport County, RI",0.4796
cty48135,"Ector County, TX",0.4795
cty08003,"Alamosa County, CO",0.4795
cty39007,"Ashtabula County, OH",0.4794
cty48053,"Burnet County, TX",0.4793
cty51139,"Page County, VA",0.4792
cty24031,"Montgomery County, MD",0.4791
cty45007,"Anderson County, SC",0.4791
cty36027,"Dutchess County, NY",0.4791
cty17167,"Sangamon County, IL",0.479
cty18091,"LaPorte County, IN",0.479
cty05149,"Yell County, AR",0.4788
cty18177,"Wayne County, IN",0.4788
cty24015,"Cecil County, MD",0.4788
cty21209,"Scott County, KY",0.4787
cty29181,"Ripley County, MO",0.4787
cty21193,"Perry County, KY",0.4786
cty23017,"Oxford County, ME",0.4786
cty48191,"Hall County, TX",0.4785
cty39047,"Fayette County, OH",0.4784
cty21191,"Pendleton County, KY",0.4783
cty48505,"Zapata County, TX",0.4782
cty41039,"Lane County, OR",0.4781
cty30085,"Roosevelt County, MT",0.478
cty47155,"Sevier County, TN",0.4779
cty33003,"Carroll County, NH",0.4776
cty12109,"St. Johns County, FL",0.4775
cty13013,"Barrow County, GA",0.4775
cty50021,"Rutland County, VT",0.4773
cty51137,"Orange County, VA",0.4772
cty47053,"Gibson County, TN",0.4772
cty01031,"Coffee County, AL",0.4771
cty37135,"Orange County, NC",0.477
cty21051,"Clay County, KY",0.4768
cty48403,"Sabine County, TX",0.4767
cty39153,"Summit County, OH",0.4766
cty13145,"Harris County, GA",0.4766
cty37057,"Davidson County, NC",0.4764
cty34033,"Salem County, NJ",0.4763
cty55113,"Sawyer County, WI",0.476
cty37021,"Buncombe County, NC",0.476
cty26065,"Ingham County, MI",0.4759
cty51099,"King George County, VA",0.4759
cty01019,"Cherokee County, AL",0.4759
cty21147,"McCreary County, KY",0.4757
cty18053,"Grant County, IN",0.4757
cty53033,"King County, WA",0.4755
cty13151,"Henry County, GA",0.4755
cty08089,"Otero County, CO",0.4754
cty06113,"Yolo County, CA",0.4753
cty42045,"Delaware County, PA",0.4753
cty40121,"Pittsburg County, OK",0.4752
cty50003,"Bennington County, VT",0.4751
cty21049,"Clark County, KY",0.475
cty29169,"Pulaski County, MO",0.4748
cty33001,"Belknap County, NH",0.4748
cty20175,"Seward County, KS",0.4747
cty53027,"Grays Harbor County, WA",0.4746
cty21013,"Bell County, KY",0.4746
cty48363,"Palo Pinto County, TX",0.4744
cty41041,"Lincoln County, OR",0.4743
cty17183,"Vermilion County, IL",0.4742
cty12003,"Baker County, FL",0.4741
cty17091,"Kankakee County, IL",0.4741
cty36097,"Schuyler County, NY",0.4739
cty37125,"Moore County, NC",0.4738
cty30005,"Blaine County, MT",0.4737
cty34005,"Burlington County, NJ",0.4737
cty48129,"Donley County, TX",0.4735
cty48325,"Medina County, TX",0.4731
cty25011,"Franklin County, MA",0.4728
cty01051,"Elmore County, AL",0.4724
cty40111,"Okmulgee County, OK",0.4722
cty55001,"Adams County, WI",0.4722
cty22043,"Grant Parish, LA",0.4722
cty40063,"Hughes County, OK",0.4721
cty12019,"Clay County, FL",0.4721
cty51840,"Winchester city, VA",0.4721
cty08105,"Rio Grande County, CO",0.4721
cty51153,"Prince William County, VA",0.472
cty25005,"Bristol County, MA",0.4716
cty28117,"Prentiss County, MS",0.4715
cty51143,"Pittsylvania County, VA",0.4715
cty05111,"Poinsett County, AR",0.4715
cty23009,"Hancock County, ME",0.4714
cty35015,"Eddy County, NM",0.4713
cty39099,"Mahoning County, OH",0.4712
cty25009,"Essex County, MA",0.471
cty23023,"Sagadahoc County, ME",0.471
cty12077,"Liberty County, FL",0.471
cty51530,"Buena Vista city, VA",0.4709
cty01089,"Madison County, AL",0.4708
cty06055,"Napa County, CA",0.4707
cty35059,"Union County, NM",0.4707
cty48217,"Hill County, TX",0.4707
cty04003,"Cochise County, AZ",0.4706
cty48209,"Hays County, TX",0.4706
cty05013,"Calhoun County, AR",0.4706
cty13213,"Murray County, GA",0.4706
cty26021,"Berrien County, MI",0.4702
cty53009,"Clallam County, WA",0.4702
cty48181,"Grayson County, TX",0.4702
cty36057,"Montgomery County, NY",0.4702
cty22005,"Ascension Parish, LA",0.4701
cty50025,"Windham County, VT",0.47
cty26025,"Calhoun County, MI",0.47
cty37101,"Johnston County, NC",0.4698
cty36021,"Columbia County, NY",0.4698
cty54037,"Jefferson County, WV",0.4694
cty35009,"Curry County, NM",0.4694
cty37161,"Rutherford County, NC",0.4693
cty13039,"Camden County, GA",0.4691
cty13297,"Walton County, GA",0.4691
cty37023,"Burke County, NC",0.469
cty39023,"Clark County, OH",0.469
cty41031,"Jefferson County, OR",0.4689
cty40113,"Osage County, OK",0.4688
cty13045,"Carroll County, GA",0.4688
cty06097,"Sonoma County, CA",0.4686
cty32019,"Lyon County, NV",0.4682
cty13147,"Hart County, GA",0.4682
cty21073,"Franklin County, KY",0.4681
cty05061,"Howard County, AR",0.4678
cty48187,"Guadalupe County, TX",0.4677
cty41007,"Clatsop County, OR",0.4676
cty28109,"Pearl River County, MS",0.4676
cty13247,"Rockdale County, GA",0.4676
cty51125,"Nelson County, VA",0.4675
cty48291,"Liberty County, TX",0.4675
cty48017,"Bailey County, TX",0.4674
cty48183,"Gregg County, TX",0.4673
cty36085,"Richmond County, NY",0.4672
cty40133,"Seminole County, OK",0.4671
cty39093,"Lorain County, OH",0.4671
cty22109,"Terrebonne Parish, LA",0.467
cty06063,"Plumas County, CA",0.4669
cty35027,"Lincoln County, NM",0.4668
cty06033,"Lake County, CA",0.4667
cty47045,"Dyer County, TN",0.4667
cty22087,"St. Bernard Parish, LA",0.4666
cty48043,"Brewster County, TX",0.4662
cty28033,"DeSoto County, MS",0.466
cty48243,"Jeff Davis County, TX",0.466
cty51119,"Middlesex County, VA",0.4659
cty48265,"Kerr County, TX",0.4657
cty48401,"Rusk County, TX",0.4657
cty30003,"Big Horn County, MT",0.4655
cty01055,"Etowah County, AL",0.4655
cty53077,"Yakima County, WA",0.4654
cty26145,"Saginaw County, MI",0.4654
cty40015,"Caddo County, OK",0.4646
cty53053,"Pierce County, WA",0.4646
cty54003,"Berkeley County, WV",0.4646
cty12089,"Nassau County, FL",0.4646
cty28045,"Hancock County, MS",0.4644
cty42043,"Dauphin County, PA",0.4643
cty21065,"Estill County, KY",0.4642
cty53045,"Mason County, WA",0.4641
cty36039,"Greene County, NY",0.4641
cty48057,"Calhoun County, TX",0.4641
cty48271,"Kinney County, TX",0.464
cty45003,"Aiken County, SC",0.4636
cty28131,"Stone County, MS",0.4635
cty28129,"Smith County, MS",0.4634
cty47013,"Campbell County, TN",0.4633
cty32510,"Carson City, NV",0.4632
cty25001,"Barnstable County, MA",0.4631
cty48007,"Aransas County, TX",0.4631
cty22021,"Caldwell Parish, LA",0.4631
cty13019,"Berrien County, GA",0.463
cty17143,"Peoria County, IL",0.463
cty12049,"Hardee County, FL",0.4628
cty22115,"Vernon Parish, LA",0.4625
cty09011,"New London County, CT",0.4625
cty53031,"Jefferson County, WA",0.4623
cty09001,"Fairfield County, CT",0.4623
cty05019,"Clark County, AR",0.462
cty48227,"Howard County, TX",0.4618
cty21079,"Garrard County, KY",0.4617
cty48231,"Hunt County, TX",0.4613
cty06015,"Del Norte County, CA",0.4611
cty24041,"Talbot County, MD",0.461
cty04007,"Gila County, AZ",0.4609
cty06099,"Stanislaus County, CA",0.4605
cty28111,"Perry County, MS",0.4605
cty35041,"Roosevelt County, NM",0.4605
cty17201,"Winnebago County, IL",0.4603
cty51037,"Charlotte County, VA",0.4601
cty51065,"Fluvanna County, VA",0.4601
cty12085,"Martin County, FL",0.4601
cty05003,"Ashley County, AR",0.46
cty48005,"Angelina County, TX",0.4597
cty36035,"Fulton County, NY",0.4597
cty48451,"Tom Green County, TX",0.4593
cty01045,"Dale County, AL",0.4592
cty48423,"Smith County, TX",0.4591
cty05067,"Jackson County, AR",0.4591
cty12121,"Suwannee County, FL",0.4589
cty29069,"Dunklin County, MO",0.4589
cty51580,"Covington city, VA",0.4589
cty37001,"Alamance County, NC",0.4588
cty13015,"Bartow County, GA",0.4588
cty45083,"Spartanburg County, SC",0.4586
cty48105,"Crockett County, TX",0.4582
cty51790,"Staunton city, VA",0.458
cty37159,"Rowan County, NC",0.4579
cty48437,"Swisher County, TX",0.4579
cty40091,"McIntosh County, OK",0.4578
cty12117,"Seminole County, FL",0.4578
cty35025,"Lea County, NM",0.4578
cty22001,"Acadia Parish, LA",0.4577
cty09015,"Windham County, CT",0.4576
cty51720,"Norton city, VA",0.4576
cty06059,"Orange County, CA",0.4574
cty23027,"Waldo County, ME",0.4573
cty47153,"Sequatchie County, TN",0.4572
cty36111,"Ulster County, NY",0.4572
cty13077,"Coweta County, GA",0.4572
cty22007,"Assumption Parish, LA",0.4568
cty13313,"Whitfield County, GA",0.4568
cty51101,"King William County, VA",0.4567
cty08071,"Las Animas County, CO",0.4567
cty08065,"Lake County, CO",0.4566
cty46007,"Bennett County, SD",0.4565
cty48117,"Deaf Smith County, TX",0.4564
cty51820,"Waynesboro city, VA",0.4564
cty13221,"Oglethorpe County, GA",0.4562
cty13149,"Heard County, GA",0.4561
cty39061,"Hamilton County, OH",0.456
cty45091,"York County, SC",0.4553
cty23029,"Washington County, ME",0.4551
cty29143,"New Madrid County, MO",0.4549
cty37097,"Iredell County, NC",0.4549
cty21197,"Powell County, KY",0.4548
cty48373,"Polk County, TX",0.4546
cty06023,"Humboldt County, CA",0.4543
cty48353,"Nolan County, TX",0.4543
cty51810,"Virginia Beach city, VA",0.4542
cty51133,"Northumberland County, VA",0.4542
cty48257,"Kaufman County, TX",0.4541
cty35037,"Quay County, NM",0.4539
cty48419,"Shelby County, TX",0.4538
cty48327,"Menard County, TX",0.4537
cty48123,"DeWitt County, TX",0.4537
cty12015,"Charlotte County, FL",0.4537
cty50009,"Essex County, VT",0.4534
cty42089,"Monroe County, PA",0.4534
cty33019,"Sullivan County, NH",0.4534
cty21025,"Breathitt County, KY",0.4533
cty48099,"Coryell County, TX",0.4529
cty13097,"Douglas County, GA",0.4529
cty12131,"Walton County, FL",0.4528
cty06111,"Ventura County, CA",0.4527
cty25003,"Berkshire County, MA",0.4527
cty48277,"Lamar County, TX",0.4526
cty35045,"San Juan County, NM",0.4524
cty28081,"Lee County, MS",0.4524
cty24017,"Charles County, MD",0.4523
cty28037,"Franklin County, MS",0.4523
cty06041,"Marin County, CA",0.4518
cty48267,"Kimble County, TX",0.4516
cty40031,"Comanche County, OK",0.4515
cty48321,"Matagorda County, TX",0.4511
cty28019,"Choctaw County, MS",0.4509
cty32031,"Washoe County, NV",0.4508
cty12017,"Citrus County, FL",0.4508
cty48169,"Garza County, TX",0.4508
cty22049,"Jackson Parish, LA",0.4507
cty24029,"Kent County, MD",0.4504
cty54047,"McDowell County, WV",0.4504
cty45035,"Dorchester County, SC",0.4503
cty09003,"Hartford County, CT",0.4503
cty28015,"Carroll County, MS",0.4503
cty48377,"Presidio County, TX",0.4503
cty47125,"Montgomery County, TN",0.4502
cty48013,"Atascosa County, TX",0.4502
cty12125,"Union County, FL",0.45
cty22053,"Jefferson Davis Parish, LA",0.4498
cty32029,"Storey County, NV",0.4497
cty06083,"Santa Barbara County, CA",0.4496
cty72073,"Jayuya Municipio, PR",0.4495
cty37061,"Duplin County, NC",0.4492
cty21067,"Fayette County, KY",0.449
cty22075,"Plaquemines Parish, LA",0.4488
cty21017,"Bourbon County, KY",0.4487
cty48069,"Castro County, TX",0.4487
cty28013,"Calhoun County, MS",0.4486
cty12005,"Bay County, FL",0.4479
cty48473,"Waller County, TX",0.4476
cty48487,"Wilbarger County, TX",0.4476
cty04005,"Coconino County, AZ",0.4475
cty40101,"Muskogee County, OK",0.4475
cty45055,"Kershaw County, SC",0.4473
cty48469,"Victoria County, TX",0.4473
cty08097,"Pitkin County, CO",0.4472
cty51089,"Henry County, VA",0.447
cty06013,"Contra Costa County, CA",0.4468
cty15003,"Honolulu County, HI",0.4467
cty47065,"Hamilton County, TN",0.4466
cty12115,"Sarasota County, FL",0.4466
cty09009,"New Haven County, CT",0.4466
cty48445,"Terry County, TX",0.4466
cty48041,"Brazos County, TX",0.4463
cty13125,"Glascock County, GA",0.4462
cty36119,"Westchester County, NY",0.446
cty22039,"Evangeline Parish, LA",0.446
cty51149,"Prince George County, VA",0.446
cty01015,"Calhoun County, AL",0.4459
cty01007,"Bibb County, AL",0.4459
cty48157,"Fort Bend County, TX",0.4458
cty37143,"Perquimans County, NC",0.4457
cty48439,"Tarrant County, TX",0.4456
cty37037,"Chatham County, NC",0.4455
cty51109,"Louisa County, VA",0.4455
cty13115,"Floyd County, GA",0.4453
cty48303,"Lubbock County, TX",0.4451
cty01041,"Crenshaw County, AL",0.4451
cty12129,"Wakulla County, FL",0.445
cty48101,"Cottle County, TX",0.445
cty01129,"Washington County, AL",0.4448
cty06085,"Santa Clara County, CA",0.4448
cty06029,"Kern County, CA",0.4447
cty28085,"Lincoln County, MS",0.4447
cty06073,"San Diego County, CA",0.4446
cty37133,"Onslow County, NC",0.4445
cty31091,"Hooker County, NE",0.4444
cty21075,"Fulton County, KY",0.4444
cty48371,"Pecos County, TX",0.4444
cty48241,"Jasper County, TX",0.4441
cty35035,"Otero County, NM",0.4438
cty06045,"Mendocino County, CA",0.4437
cty48465,"Val Verde County, TX",0.4437
cty48387,"Red River County, TX",0.4435
cty24005,"Baltimore County, MD",0.4432
cty22015,"Bossier Parish, LA",0.443
cty37137,"Pamlico County, NC",0.443
cty51159,"Richmond County, VA",0.4428
cty48001,"Anderson County, TX",0.4426
cty13153,"Houston County, GA",0.4425
cty51093,"Isle of Wight County, VA",0.4418
cty35005,"Chaves County, NM",0.4417
cty04013,"Maricopa County, AZ",0.4417
cty22019,"Calcasieu Parish, LA",0.4417
cty37085,"Harnett County, NC",0.4415
cty37071,"Gaston County, NC",0.4412
cty39113,"Montgomery County, OH",0.4411
cty40023,"Choctaw County, OK",0.441
cty12009,"Brevard County, FL",0.441
cty01081,"Lee County, AL",0.4409
cty51013,"Arlington County, VA",0.4409
cty21047,"Christian County, KY",0.4409
cty39095,"Lucas County, OH",0.4406
cty40109,"Oklahoma County, OK",0.4404
cty08047,"Gilpin County, CO",0.4402
cty08001,"Adams County, CO",0.4397
cty47167,"Tipton County, TN",0.4392
cty05043,"Drew County, AR",0.4391
cty37067,"Forsyth County, NC",0.439
cty12035,"Flagler County, FL",0.439
cty48255,"Karnes County, TX",0.4389
cty41055,"Sherman County, OR",0.4388
cty06069,"San Benito County, CA",0.4387
cty51103,"Lancaster County, VA",0.4387
cty48079,"Cochran County, TX",0.4383
cty36105,"Sullivan County, NY",0.4382
cty13055,"Chattooga County, GA",0.4381
cty40089,"McCurtain County, OK",0.4379
cty37049,"Craven County, NC",0.4379
cty02100,"Haines Borough, AK",0.4379
cty41051,"Multnomah County, OR",0.4378
cty30087,"Rosebud County, MT",0.4372
cty22055,"Lafayette Parish, LA",0.4371
cty22003,"Allen Parish, LA",0.4369
cty06081,"San Mateo County, CA",0.4369
cty48407,"San Jacinto County, TX",0.4369
cty46085,"Lyman County, SD",0.4367
cty26049,"Genesee County, MI",0.4365
cty04017,"Navajo County, AZ",0.4364
cty37123,"Montgomery County, NC",0.4361
cty48409,"San Patricio County, TX",0.4358
cty47029,"Cocke County, TN",0.4357
cty51087,"Henrico County, VA",0.4354
cty13031,"Bulloch County, GA",0.4354
cty44007,"Providence County, RI",0.435
cty17163,"St. Clair County, IL",0.435
cty37157,"Rockingham County, NC",0.4348
cty39049,"Franklin County, OH",0.4347
cty01069,"Houston County, AL",0.4346
cty13233,"Polk County, GA",0.4345
cty20061,"Geary County, KS",0.4345
cty08023,"Costilla County, CO",0.4344
cty13001,"Appling County, GA",0.4344
cty48389,"Reeves County, TX",0.434
cty13049,"Charlton County, GA",0.4337
cty35057,"Torrance County, NM",0.4335
cty48073,"Cherokee County, TX",0.433
cty05081,"Little River County, AR",0.433
cty05027,"Columbia County, AR",0.4329
cty18089,"Lake County, IN",0.4327
cty48343,"Morris County, TX",0.4327
cty48471,"Walker County, TX",0.4326
cty48027,"Bell County, TX",0.4321
cty06087,"Santa Cruz County, CA",0.4321
cty51680,"Lynchburg city, VA",0.4321
cty13005,"Bacon County, GA",0.4321
cty48063,"Camp County, TX",0.432
cty37103,"Jones County, NC",0.432
cty04015,"Mohave County, AZ",0.4318
cty48115,"Dawson County, TX",0.4318
cty28077,"Lawrence County, MS",0.4316
cty13079,"Crawford County, GA",0.4315
cty25013,"Hampden County, MA",0.4315
cty06047,"Merced County, CA",0.4314
cty12061,"Indian River County, FL",0.4314
cty48449,"Titus County, TX",0.4314
cty48107,"Crosby County, TX",0.4313
cty06067,"Sacramento County, CA",0.431
cty48189,"Hale County, TX",0.431
cty12013,"Calhoun County, FL",0.4308
cty37129,"New Hanover County, NC",0.43
cty13207,"Monroe County, GA",0.43
cty35017,"Grant County, NM",0.4299
cty51097,"King and Queen County, VA",0.4299
cty48037,"Bowie County, TX",0.4297
cty51111,"Lunenburg County, VA",0.4297
cty35043,"Sandoval County, NM",0.4296
cty38005,"Benson County, ND",0.4295
cty24047,"Worcester County, MD",0.4295
cty13267,"Tattnall County, GA",0.4293
cty51550,"Chesapeake city, VA",0.4292
cty48351,"Newton County, TX",0.4289
cty06039,"Madera County, CA",0.4288
cty28101,"Newton County, MS",0.4287
cty48347,"Nacogdoches County, TX",0.4285
cty13169,"Jones County, GA",0.4284
cty12007,"Bradford County, FL",0.4282
cty48323,"Maverick County, TX",0.4279
cty05079,"Lincoln County, AR",0.4279
cty06077,"San Joaquin County, CA",0.4278
cty37095,"Hyde County, NC",0.4273
cty12043,"Glades County, FL",0.4268
cty21111,"Jefferson County, KY",0.4265
cty22061,"Lincoln Parish, LA",0.4265
cty05091,"Miller County, AR",0.4265
cty12101,"Pasco County, FL",0.4263
cty32023,"Nye County, NV",0.4261
cty37045,"Cleveland County, NC",0.4261
cty28071,"Lafayette County, MS",0.426
cty06095,"Solano County, CA",0.4258
cty12053,"Hernando County, FL",0.4257
cty06107,"Tulare County, CA",0.4256
cty05039,"Dallas County, AR",0.4255
cty37105,"Lee County, NC",0.4251
cty12075,"Levy County, FL",0.4249
cty12069,"Lake County, FL",0.4246
cty37081,"Guilford County, NC",0.4245
cty13075,"Cook County, GA",0.4245
cty13069,"Coffee County, GA",0.4244
cty47113,"Madison County, TN",0.4242
cty15009,"Maui County, HI",0.4241
cty48229,"Hudspeth County, TX",0.4239
cty05037,"Cross County, AR",0.4239
cty48177,"Gonzales County, TX",0.4238
cty10001,"Kent County, DE",0.4237
cty13161,"Jeff Davis County, GA",0.4233
cty22093,"St. James Parish, LA",0.4233
cty34039,"Union County, NJ",0.4232
cty72097,"Mayaguez Municipio, PR",0.4232
cty06031,"Kings County, CA",0.4228
cty37033,"Caswell County, NC",0.4226
cty51175,"Southampton County, VA",0.4226
cty24011,"Caroline County, MD",0.4225
cty48021,"Bastrop County, TX",0.4225
cty48391,"Refugio County, TX",0.4221
cty34031,"Passaic County, NJ",0.422
cty37163,"Sampson County, NC",0.4219
cty06065,"Riverside County, CA",0.4219
cty10005,"Sussex County, DE",0.4216
cty37127,"Nash County, NC",0.4215
cty08101,"Pueblo County, CO",0.4214
cty02275,"Wrangell City and Borough, AK",0.4207
cty34007,"Camden County, NJ",0.4205
cty13309,"Wheeler County, GA",0.4204
cty22009,"Avoyelles Parish, LA",0.4202
cty01067,"Henry County, AL",0.4202
cty35007,"Colfax County, NM",0.4198
cty72005,"Aguadilla Municipio, PR",0.4196
cty13003,"Atkinson County, GA",0.4195
cty34021,"Mercer County, NJ",0.4193
cty06071,"San Bernardino County, CA",0.4192
cty48167,"Galveston County, TX",0.4191
cty13299,"Ware County, GA",0.4191
cty51007,"Amelia County, VA",0.4191
cty12055,"Highlands County, FL",0.4188
cty13091,"Dodge County, GA",0.4187
cty48385,"Real County, TX",0.4185
cty48455,"Trinity County, TX",0.4184
cty13305,"Wayne County, GA",0.4183
cty48481,"Wharton County, TX",0.4181
cty48203,"Harrison County, TX",0.418
cty12021,"Collier County, FL",0.4178
cty35061,"Valencia County, NM",0.4176
cty35051,"Sierra County, NM",0.4168
cty01123,"Tallapoosa County, AL",0.4168
cty51001,"Accomack County, VA",0.4168
cty35003,"Catron County, NM",0.4165
cty28067,"Jones County, MS",0.4164
cty45051,"Horry County, SC",0.4164
cty04012,"La Paz County, AZ",0.416
cty48349,"Navarro County, TX",0.416
cty48309,"McLennan County, TX",0.4159
cty48025,"Bee County, TX",0.4158
cty35013,"Do±íáüna County, NM",0.4155
cty13211,"Morgan County, GA",0.4154
cty04019,"Pima County, AZ",0.4152
cty01099,"Monroe County, AL",0.4152
cty28137,"Tate County, MS",0.4151
cty12083,"Marion County, FL",0.415
cty37191,"Wayne County, NC",0.415
cty48427,"Starr County, TX",0.4149
cty12045,"Gulf County, FL",0.4148
cty01111,"Randolph County, AL",0.4148
cty21189,"Owsley County, KY",0.4146
cty04027,"Yuma County, AZ",0.4145
cty37177,"Tyrrell County, NC",0.4145
cty28127,"Simpson County, MS",0.4142
cty13217,"Newton County, GA",0.4142
cty28091,"Marion County, MS",0.4141
cty10003,"New Castle County, DE",0.4139
cty37145,"Person County, NC",0.4138
cty35023,"Hidalgo County, NM",0.4137
cty35001,"Bernalillo County, NM",0.4136
cty12001,"Alachua County, FL",0.4136
cty22111,"Union Parish, LA",0.4135
cty48145,"Falls County, TX",0.4135
cty39035,"Cuyahoga County, OH",0.4132
cty48453,"Travis County, TX",0.4132
cty12071,"Lee County, FL",0.4123
cty06001,"Alameda County, CA",0.4123
cty48055,"Caldwell County, TX",0.4123
cty13185,"Lowndes County, GA",0.412
cty45015,"Berkeley County, SC",0.4112
cty28031,"Covington County, MS",0.411
cty22025,"Catahoula Parish, LA",0.4109
cty12119,"Sumter County, FL",0.4106
cty28099,"Neshoba County, MS",0.4103
cty37013,"Beaufort County, NC",0.4103
cty51135,"Nottoway County, VA",0.4102
cty12127,"Volusia County, FL",0.4099
cty45001,"Abbeville County, SC",0.4096
cty15007,"Kauai County, HI",0.4095
cty05011,"Bradley County, AR",0.409
cty37073,"Gates County, NC",0.4089
cty25007,"Dukes County, MA",0.4089
cty01125,"Tuscaloosa County, AL",0.4087
cty45057,"Lancaster County, SC",0.4086
cty37141,"Pender County, NC",0.4086
cty28059,"Jackson County, MS",0.4083
cty06019,"Fresno County, CA",0.4081
cty45013,"Beaufort County, SC",0.4081
cty37019,"Brunswick County, NC",0.4078
cty48273,"Kleberg County, TX",0.4076
cty12073,"Leon County, FL",0.4075
cty48345,"Motley County, TX",0.4067
cty37147,"Pitt County, NC",0.4064
cty06003,"Alpine County, CA",0.4064
cty48375,"Potter County, TX",0.4063
cty13293,"Upson County, GA",0.4061
cty51029,"Buckingham County, VA",0.4061
cty12033,"Escambia County, FL",0.4057
cty48201,"Harris County, TX",0.4056
cty15001,"Hawaii County, HI",0.4056
cty05139,"Union County, AR",0.4052
cty13173,"Lanier County, GA",0.4052
cty45059,"Laurens County, SC",0.405
cty28005,"Amite County, MS",0.405
cty12029,"Dixie County, FL",0.4049
cty24045,"Wicomico County, MD",0.4049
cty48185,"Grimes County, TX",0.4048
cty13131,"Grady County, GA",0.4044
cty12105,"Polk County, FL",0.4043
cty37069,"Franklin County, NC",0.4043
cty48315,"Marion County, TX",0.4043
cty48313,"Madison County, TX",0.4042
cty32021,"Mineral County, NV",0.404
cty12123,"Taylor County, FL",0.4039
cty12063,"Jackson County, FL",0.4038
cty02195,"Petersburg Borough, AK",0.4037
cty37119,"Mecklenburg County, NC",0.4034
cty13107,"Emanuel County, GA",0.4029
cty51830,"Williamsburg city, VA",0.4029
cty13105,"Elbert County, GA",0.4026
cty29095,"Jackson County, MO",0.4025
cty51181,"Surry County, VA",0.4025
cty05057,"Hempstead County, AR",0.4021
cty13181,"Lincoln County, GA",0.4021
cty51083,"Halifax County, VA",0.402
cty13321,"Worth County, GA",0.4019
cty05099,"Nevada County, AR",0.4017
cty13279,"Toombs County, GA",0.4016
cty51057,"Essex County, VA",0.4011
cty06053,"Monterey County, CA",0.4006
cty13043,"Candler County, GA",0.4004
cty13209,"Montgomery County, GA",0.4003
cty48463,"Uvalde County, TX",0.4003
cty48293,"Limestone County, TX",0.4002
cty12103,"Pinellas County, FL",0.3994
cty12047,"Hamilton County, FL",0.3994
cty28095,"Monroe County, MS",0.3993
cty22105,"Tangipahoa Parish, LA",0.3993
cty48141,"El Paso County, TX",0.3992
cty72071,"Isabela Municipio, PR",0.399
cty51685,"Manassas Park city, VA",0.399
cty13071,"Colquitt County, GA",0.3981
cty22101,"St. Mary Parish, LA",0.3979
cty51193,"Westmoreland County, VA",0.3979
cty12087,"Monroe County, FL",0.3978
cty13053,"Chattahoochee County, GA",0.3978
cty12081,"Manatee County, FL",0.3977
cty45071,"Newberry County, SC",0.3973
cty45021,"Cherokee County, SC",0.396
cty46137,"Ziebach County, SD",0.3959
cty28047,"Harrison County, MS",0.3959
cty13023,"Bleckley County, GA",0.3957
cty48245,"Jefferson County, TX",0.3955
cty12027,"DeSoto County, FL",0.3946
cty22051,"Jefferson Parish, LA",0.3945
cty37139,"Pasquotank County, NC",0.3944
cty22127,"Winn Parish, LA",0.3944
cty51147,"Prince Edward County, VA",0.3941
cty12097,"Osceola County, FL",0.3936
cty04021,"Pinal County, AZ",0.3933
cty48225,"Houston County, TX",0.3933
cty28089,"Madison County, MS",0.3932
cty47097,"Lauderdale County, TN",0.3932
cty45081,"Saluda County, SC",0.3931
cty55079,"Milwaukee County, WI",0.393
cty02110,"Juneau City and Borough, AK",0.393
cty13167,"Johnson County, GA",0.3929
cty51049,"Cumberland County, VA",0.3926
cty12093,"Okeechobee County, FL",0.3924
cty51117,"Mecklenburg County, VA",0.3923
cty24039,"Somerset County, MD",0.3921
cty48249,"Jim Wells County, TX",0.3919
cty13155,"Irwin County, GA",0.3918
cty48029,"Bexar County, TX",0.3917
cty18097,"Marion County, IN",0.3916
cty13275,"Thomas County, GA",0.3915
cty12057,"Hillsborough County, FL",0.3913
cty51630,"Fredericksburg city, VA",0.3913
